MOTIF ID	LOCATIONS	REFERENCES	DESCRIPTION
A227.1	Hawaii	Hawaii	
A227.2	Egypt	Egyptian	
A240	Armenia, Egypt, Greece, India, Ireland, Japan, Strassburg	. Irish myth, Armenian, Buddhist myth, Egyptian, Finno-Ugric, Greek, Hindu, India, Japan	
A240.1	Greece, India, Tonga, irish	Greek, Irish myth	
A250	China, India, Leipzig	Chinese, India	
A251	Greece	Greek	
A252	Greece	Greek	
A253.1	China	Chinese	
A255	Persia	Persian	
A260	Greece, New Zealand	Greek, Icel.	
A260.1	India	India	
A270			
A270.1	Greece, India, Ireland	Greek, Hindu, Irish myth	
A280	Ireland	Irish myth	
A281	Iraq, Ireland, Japan, Persia	. Babylonian, Assyrian	
A281.1	India	. Eskimo, Hindu	
A282	China, Greece, Hawaii, India, New Zealand, Siberia, arua	. Eskimo, . Maori, Bushman, Chinese, Finno-Ugric, Greek, Hawaii, Icel., Marshall Is., S. Am. Indian (Arua), Siberian	
A282.0.1		Eskimo	
A282.0.1.1		Eskimo	
A282.0.2		Jewish	
A282.1	Greece	Greek	Typhon. He is represented as having serpents' heads on his shoulders, as having a voice like the sound of many beasts and eyes which flash fire.
A283	India	Finno-Ugric, India	
A283.1		Jewish	
A284	Armenia, China, Egypt, Estonia, Greece, India, Lithuania, New Zealand, Siberia, United States	. Icel., American Indian, Armenian, Chinese, Egyptian, Estonian, Finno-Ugric, Greek, Hindu, Lithuanian, Maori, S. Am. Indian (Chiriguano), Siberian	
A284.0.1		Jewish	
A284.1	New Zealand	Maori	
A284.2	Africa, India, Iraq, Persia, Siberia, saena	. Cf. Persian, . N. A. Indian, Alexander N. Am. Indian (Chiriguano), Encyc. Babylonian, India, Siberian, Thompson-Balys. African	A mythical giant bird usually thought of as a thunder-god.
A284.3		Eskimo	
A284.3.1	India	India	
A284.3.2	India	India	
A285	China, Ireland, New Zealand	. Maori, Chinese, Hindu, Irish myth	
A285.0.1		Jewish	
A285.1	Ireland	Irish myth	
A287	China, Greece, Hawaii, India, Samoa	. Greek, Buddhist myth, Chinese, Hindu, India, Maya	
A287.0.1	India	India	Have been banished by sun-god.
A287.1	India	India	
A287.2	Lithuania	Lithuanian	Often misunderstands the orders of God.
A288	Greece	Chibcha, Greek	
A289.1		Finno-Ugric, Icel.	
A300	China, Fiji, Greece, Hawaii, Ireland, Korea	. Aztec, Babylonian, Buddhist myth, Chinese, Fiji, Greek, Hawaii, Irish myth, Korean, Nukuhiva (Marquesas)	
A300.1	Oceania, Polynesia, Tonga, Tuamotu	Oceania, Polynesia, Tuamotu	
A302		Jewish	
A305	Hawaii, Tuamotu	Hawaii, Tuamotu	
A307		Buddhist myth	
A308	Tuamotu	Tuamotu	
A310	China, Egypt, Greece, India, Ireland, Siberia	Chinese, Egyptian, Hindu, Icel., India, Irish myth, Siberian, Stzb. Greek	
A310.1	Armenia, Greece, New, New Zealand, Zealand	. New Zealand (Maori), Armenian, Babylonian, Eskimo, Greek, Icel.	
A310.2		Icel.	
A310.3		Icel.	
A310.4	Hawaii	Hawaii	
A311	Egypt, Greece, Hawaii	. Hawaii, Egyptian, Greek	
A316			Persephone spends six months on earth and six in Hades.
A317	Tuamotu	Tuamotu	
A318	China	Chinese	
A400	China, Egypt, Greece, India, Ireland	Chinese, Egyptian, Greek, India, Irish myth, Persian	
A400.0.1	Ireland	Irish myth	
A400.1	Finland, Haiti, India, Latvia, Lithuania	Archiv f. Religionswiss. Haitian, Chuvashan, Finnish, Livonian	
A400.2		Jewish	
A401	Africa, Finland, India, Siberia	. N. Am. Indian, Finnish, Hindu, India, Lang Myth. Icel., Siberian, Thompson-Balys. African	The earth is conceived of as the mother of all things (cf. +A431.1).
A401.1		Jewish	
A405	Hawaii	Hawaii	
A410	China, Ireland	Chinese, Irish myth	
A411	China, Estonia, Ireland, Italy, Lares, Siberia, Slovenia	Irish myth, Istrian, Slavic (general)	
A411.1	China	Chinese	
A411.2	China, India	Chinese, India	
A411.3	India	India	
A411.4	Greece	Greek	
A412	China	Chinese	
A413	Ireland	. Irish myth	
A413.1	Ireland	. Irish myth	
A414	India	. India	
A415		Jewish, Neuman. Hopi	
A417	China, India, Japan, United States	. Marshall Is., American Indian, Chinese, Japanese	A god or spirit for each of the world-quarters, north, south, east, and west.
A417.1	India	Hindu	
A418	China, Korea	Buddhist myth, Chinese, Korean	
A418.1		Jewish	
A419.1	Hawaii	Hawaii	
A419.1.1		Jewish	
A419.2.1		Jewish	
A419.3	Hawaii	Hawaii	
A420	China, Hawaii, India, Ireland, Persian	. S. Am. Indian (Toba), Babylonian, Chinese, Finno-Ugric, Hawaii, Icel., India, Irish myth, Persian	
A420.1	India	India	
A421	Greece, Hawaii, Tahiti, Tonga, Tuamotu, irish	Greek, Icel., Irish myth	
A421.0.1		Jewish	
A421.1	China, Greece, India, Japan, Tuamotu	. Tuamotu, Babylonian, Greek, Icel.	
A421.1.1	Tuamotu	Tuamotu	
A423		Icel.	
A425	China, Egypt, Greece, India, Russian	Chinese, Egyptian, Greek, India, Jewish, Russian	
A425.0.1		Jewish	
A425.1	India, Ireland	Hindu, India, Irish myth	
A425.1.1	India	India	
A427.1	Greece, Iraq, Persian	Greek, Persian and Babylonian	In Greek myth, the nymphs were regarded as deities of springs. In Babylonian, Ishtar, the goddess of fertility had this function.
A430	China, Ireland, Persian	Chinese, Graham. Aztec, Persian, Siecke Der Vegetationsgott. Irish myth	
A430.0.1		Jewish	
A430.1	Ireland	Irish myth	
A430.1.1	India, Japan	Hindu, Japanese	
A430.1.2	Japan	Japanese	
A431	Greece, Hawaii, Ireland, Italy	. Hawaii, Greek, Icel., Irish myth, Roman	
A431.1	Hawaii, Ireland	. Hawaii, Babylonian, Greek-Roman, Icel., Irish myth, Lappish	
A431.1.1			
A431.1.2	Hawaii	Hawaii	
A431.1.3	Hawaii	Hawaii	
A431.1.4	China	Chinese	
A432	China, Hawaii, India, Ireland, Italy, Japan, New Zealand	. Maori, Chinese, Finno-Ugric, Hawaii, India, Irish myth, Japanese, Roman	
A432.0.1	India	. India	
A432.0.2	Ireland	Irish myth	
A432.1	Greece, Ireland	Greek, Irish myth	
A433			Mangaia (Cook Is.)
A433.1	Arikara, China, Greece, India	. Aztec, . Finno-Ugric, Chinese, Greek, India, Jewish	
A433.1.1	India	India	
A433.2	India	India	
A433.3	Greece	Greek	
A433.4	Italy, Pomona	Jewish, Roman	
A433.5		Jewish	
A434	India, Italy	India, Roman, Thompson-Balys. Aztec	
A435	Greece, New Zealand	Buddhist myth, Greek, Jewish, Neuman. Maori	
A435.1	India	India	
A435.2	India	India	
A440	Ireland	Irish myth, Jewish	
A440.1			
A441	Ireland, Persia	Irish myth, Persian	
A441.1.1	India	India	
A441.1.2	Russia	Russian	
A441.2	Hawaii	Hawaii	
A443	Ireland	Irish myth	
A443.2.1	Hawaii	Hawaii	
A445	Hawaii	Hawaii	
A445.0.1		Jewish	
A445.1	Hawaii	Hawaii	
A445.2	New Zealand, Samoa	Maori, Samoa	
A446.1	New Zealand	Maori	
A446.1.1	Tahiti	Tahiti	
A446.2	Hawaii	Hawaii	
A450.1	Ireland	Irish myth	
A451	Ireland	Hindu, Irish myth	
A451.1	Greece, Ireland	Greek, Irish, Norse	
A451.1.1	Ireland	Irish myth	
A451.2	Tonga	Tonga	
A451.2.1	Hawaii	Hawaii	
A451.3.1	Greece	Greek	
A451.4	Greece	Greek	
A452	Persia	. Cherokee, Assyrian, Icel.	
A452.1	Greece	Greek, Icel.	
A453	Greece, India	Babylonian, Greek	
A454	China, Greece, Hawaii, India, Ireland	. Hawaii, Chinese, Greek, Hindu, India, Irish myth	
A454.0.1		Jewish	
A454.1	Greece, India, irish	Greek, Icel., India, Irish myth	
A455	Hawaii	Hawaii	
A456.1	India	India	
A457	Mangaia, New Zealand, Tahiti	Easter Is., Maori	
A459.1	skadus	Icel.	
A460	Greece	Greek	
A461	Greece, Ireland	Babylonian, Greek, Irish myth, Norse	
A461.1	Greece, Tahiti	Greek, Tahiti	
A462	Tahiti	Tahiti	
A462.1	India	Buddhist myth, Hindu, India	
A463	Egypt, Greece, Ireland, Siberia	Egyptian, Greek, Irish myth, Siberian, Slavic (general)	
A463.0.1	India	India	
A463.1	Estonia, Greece, India, Ireland	. Norse, Beal. India, Greek, Irish myth	Goddesses who preside over the fates of men.
A463.1.1		Icel.	
A463.1.2	Lithuania	Lithuanian	
A464	India, Persia	Assyrian, Hindu, Icel., India, Jewish, Persian	
A464.1	Greece	Greek	
A465	Greece	Greek	
A465.0.1	Greece	Greek	
A465.1	Cross, Greece, Ireland, bragus	Greek, Icel., Irish myth	
A465.1.1	Ireland	Irish	
A465.2	Greece	Greek	
A465.2.0.1	Ireland	Irish myth	
A465.2.1	India, Japan	Hindu, India, Japanese	
A465.3	Ireland	Irish myth	
A465.3.0.1	Ireland	Irish myth	
A465.3.1	India	Hindu	
A465.4	Hawaii	Hawaii	
A465.4.1	India	India	
A465.5.1	Tahiti	Tahiti	
A466	India	Hindu	
A467	China	Chinese	
A467.1		Jewish	
A468	Greece	Greek	
A471	Greece, India	Greek, Norse	
A471.1	Cross, Ireland	Icel., Irish myth	
A472.0.1		Jewish	
A472.1	India	Hindu	
A473	China, Greece, India, Ireland	Chinese, Greek, Hindu, Icel., Irish myth	
A473.0.1	India	India, Jewish	
A473.1	India, Ireland, Japan	Cross. Hindu, India, Irish myth, Japanese	
A473.1.1	India	India	
A474.1	Ireland	Irish myth	
A474.1.1	Greece	Greek, Icel.	
A474.2	China, Japan	Chinese, Japanese	
A475	Greece, Ireland	. Irish myth, Greek, Hindu	
A475.0.1			
A475.0.2	India	India	
A475.1	Armenia, Babylonia, Greece, Hawaii, India, Ireland	. Hawaii, . Irish myth, Alexander Lat. Am. Indian (Chibcha), Armenian, Aztec, Babylonia, Greek, Norse	
A475.1.1	India	India	
A475.1.1.1	India	India	
A476	Greece	Greek, Icel.	
A477	Armenia, Greece, Hawaii, India, Siberia	. Greek, . India, Armenian, Finno-Ugric, Siberian, Thompson-Balys. Hawaii	
A477.1	India	India	
A478.1	India	. Hindu	
A478.2	India, Korea	India, Korean	
A478.3	India	India	
A478.4	India	India	
A478.5	India	India	
A478.6		Jewish	
A481	Frankfurt, Greece, India	Dionysos, Greek, Hindu, India, Thompson-Balys. S. Am. Indian (Chibcha)	
A482	India	Hindu	
A482.1	India	Hindu, India	
A482.1.1	India	India	
A482.2	India	India	
A483		Jewish	
A483.0.1		Jewish	
A483.1	China	Chinese	
A484.1		Icel.	
A485	Armenia, China, Frankfurt, Greece, Hawaii, Ireland, New Zealand, Tahiti	Alexander Lat. Am. Tahiti, Armenian, Babylonian, Chinese, Greek, Hawaii, Hindu, Irish myth, Jewish, Maori, Marquesas, Neuman. Aztec, Norse	
A485.1	India, Ireland, Italy, Ovid, Persia	Assyrian, India, Irish myth, Roman	
A485.2	Ireland	Abhandl. Irish myth, Norse	Demigoddesses who attend battle.
A485.3		Norse	
A486	Greece, Hawaii, India	Greek, India, Thompson-Balys. Hawaii	Goddesses of vengeance.
A487	India, New Zealand	. Hindu, Buddhist myth, Icel., India, Maori, Marshall Is., S. Am. Indian (Toba)	
A487.0.1	India	India	
A487.1	India	Hindu	
A488	India	India	
A489.1	India	India	
A489.2	India	India	
A489.3.1		Jewish	
A489.4	Greece	Greek	
A490			
A491	China, Greece, Tahiti	Chinese, Greek, Tahiti	
A492	Ireland	Irish myth, Persian	
A493	Armenia, China, Greece, Hawaii, India, New Zealand, Russian, Siberia, Tahiti	Armenian, Buddhist myth, Chinese, Finno-Ugric, Greek, Hindu, India, Jewish, Persian, Russian, Siberian	
A493.0.1		Jewish	
A493.1	India	India, Oceanic	
A493.2	India	India	
A494	India, Japan	India, Japanese	
A495	China	Chinese	
A496	India	India	
A496.1		Buddhist myth	
A497.1	India	India	
A498	India	India	
A499.1	India	India	
A499.2	India	India	
A499.3	Hawaii	Hawaii	
A499.4	Hawaii	Hawaii	
A499.4.1	Hawaii	Hawaii	
A499.5	Greece	Greek	
A499.6	Hawaii	Hawaii	
A499.7		Buddhist myth	
A500	Hawaii, Ireland	Hawaii, Irish myth	
A501.1	Siberia	Siberian and Indo-Iranian	
A502	Greece	Greek	
A504	Tuamotu	Tuamotu	
A506	Samoa	Samoa	
A510.1	Ireland	Irish myth	
A510.2	Ireland	Irish myth	
A511	Ireland	Irish myth	
A511.1	Hawaii	Hawaii	
A511.1.1	Brazil, Finland, India, Kaigua, North, Peru	. Finnish, . S. Am. Indian (Tehuelche)	
A511.1.1.1	India	S. Am. Indian (Amuesha)	
A511.1.2	Africa	. African	
A511.1.2.1		Jewish	
A511.1.2.2	India	S. Am. Indian (Tupinamba)	
A511.1.3	Siberia	Siberian	
A511.1.3.1	Ireland	Irish myth	
A511.1.3.2	Ireland	Irish myth	
A511.1.3.3	Hawaii, India	Hawaii, S. Am. Indian (Chiriguano)	
A511.1.4.1	Tonga	Oceanic (Banks Group, Tonga, Celebes, Union Group, Gilbert Group)	
A511.1.4.2	New Zealand	Maori	
A511.1.4.3	India, bacairus	S. Am. Indian (Bacairi)	
A511.1.4.4	India	S. Am. Indian (Yurakare)	
A511.1.5	Ireland	Irish myth	
A511.1.6	Ireland	Irish myth	
A511.1.7	Ireland	Irish myth	
A511.1.8.1	Ireland	Irish myth	
A511.1.8.2	Bakairi, Brazil, India	S. Am. Indian (Eastern Brazil)	
A511.1.8.3	India	S. Am. Indian (Amuesa)	
A511.1.9	India, North, Peru	S. Am. Indian (Jivaro)	
A511.2.1	India, New Zealand	S. Am. Indian (Tupinamba)	
A511.2.1.1	India	S. Am. Indian (Amuesa)	
A511.2.2.1	Ireland	Irish myth	
A511.2.2.2	India	S. Am. Indian (Yurakari)	
A511.2.3	India, Kaigua, bakairi	S. Am. Indian (Bakairi)	
A511.3.1	Ireland	Irish myth	
A511.3.2	Ireland	Irish myth	
A511.4.1	India, Philippines	Philippine (Tinguian), S. Am. Indian (Tupinamba)	
A512			
A512.1	Kodiak	Eskimo (Kodiak)	
A512.2	Guapori, India, Orinoco, River	Norse	
A512.3	Greece, Hawaii, Ireland	. Hawaii, Greek, Irish myth	
A512.4	Caribbean, India	S. Am. Indian (Warrau, Carib)	
A513.1	India, Ireland, New Zealand	Cross. S. Am. Indian (Tapirapi), Irish myth, Maori	
A513.2	England	Norse, Old English	
A515	Amazon	Amazon tribes	
A515.1	Chile, India	Alexander Lat. Am. Indian, Araucanian	
A515.1.1	Amazon, Apapocuvb, Bakairi, Caribbean, Cashinawa, Ecuador, Guarani, India, Kaigua, Tembi, Tenetchara, Tonga, Tupinamba	Alexander Lat. Am. Tonga, Alexander N. Am. Indian (Jn baros, Eastern Ecuador), Amazon tribes, N. Am. Indian (Plains Tribes), Revue Anthrop. Jewish	
A515.1.1.1	India	S. Am. Indian (Guarani)	
A515.1.1.2	India, Tupinamba, bacairus	S. Am. Indian (Bacairi)	
A515.1.1.3	India	S. Am. Indian (Amuesha)	
A515.1.2	India	India	
A515.2	Amazon, Ireland	Cross. Amazon tribes, Irish myth	
A515.3	Ireland	Irish myth	
A515.4	Ireland	Irish myth	
A520.1	Hawaii	Hawaii	
A521	Africa, Hawaii, India, Ireland, Peru, Yunca	African, Alexander Lat. Am. Indian, Celtic, Cross. S. Am. Indian (Yunca, Peru), Hawaii, Irish myth, New Hebrides	
A522.1.1		Aztec	
A522.1.1.1	Ireland	Irish myth	
A522.1.2	Canada	Central Algonquian tribes	
A522.1.3	India	N. Am. Indian	
A522.1.4	India	S. Am. Indian (Chaco)	
A522.1.5	India	N. Am. Indian	
A522.2.1	India	N. A. Indian	
A522.2.2	Ireland	. Irish myth, N. A. Indian	
A522.2.3	India	S. Am. Indian (Toba)	
A522.2.4	India	S. Am. Indian (Toba)	
A522.3.1	Africa, Dakota	. African, Dakota	
A523	China, Ireland, Persian	Chinese, Irish myth, Persian	
A523.1	Ireland		
A524.1.1	Ireland	Irish myth	
A524.1.2	Ireland	Irish myth	
A524.2	Ireland	Irish myth	
A525	India, Melanesia, Micronesia, Polynesia	Alexander N. Am. Indian (Guarani), Melanesia, Micronesia, Walapai	
A525.1		Ojibwa	
A525.2	Ireland	Irish myth	
A526.1	Ireland	Irish myth	
A526.2	Ireland	Irish myth	
A526.3	Ireland	Irish myth	
A526.4	Ireland	Irish myth	
A526.5	Ireland	Irish myth	
A526.5.1	New Zealand	Maori	
A526.6	Ireland	Irish myth	
A526.7	Ireland	Irish myth	
A526.8	Ireland	Irish myth	
A526.9	New Zealand	Maori	
A527.1	Ireland	Irish myth	
A527.1.1	Caribbean, India	S. Am. Indian (Chiriguano)	
A527.2	Ireland	Irish myth	
A527.3	Ireland	Irish myth	
A527.3.1	India	S. Am. Indian (Caingang)	
A527.3.1.1	India	S. Am. Indian (Tupinamba)	
A527.4	Ireland	Irish myth	
A528	Ireland	Irish myth	
A530	Greece	Greek, Jewish, Norse	
A530.1	India	S. Am. Indian (Guarani)	
A531	Arikara, California, China, Greece, Guarani, India, Ireland, Japan, Kalapuya, Molala, United States	 (N. Pac. Indian (Toba), . American Indian, Babylonian, Chinese, Greek, Hindu, India, Irish myth, Japanese, Norse, Persian	
A531.1		Navaho	Old Age, Cold, Poverty, and Hunger beg the culture hero not to destroy them because of their real usefulness to man.
A531.1.1	Ireland	Cross. Easter Is., Irish myth	
A531.2	Ireland, Switserland	Irish, Swiss	
A531.3	India	S. Am. Indian (Caingang)	
A531.4	Chinese-Persian	Chinese-Persian	
A531.4.1	Hawaii	Hawaii	
A532		Western Mono	
A533.1	India	India	
A535	Ireland	Irish myth, Persian	
A536	Ireland	Irish myth, Jewish	
A536.1	Ireland	Irish myth	
A537	Ireland	Irish myth	
A538	Ireland	Irish myth	
A541	Bakairi, Bering, Cashinawa, Guapori, Hawaii, India, River, Strait, United States	Alexander Lat. Am. Am. Hawaii, Eskimo (Bering Strait), India, Jewish, S. Am. Indian (Maya), Thompson-Balys. American Indian	
A541.1	Ireland	Irish myth	
A541.2	Ireland	Irish myth	
A545	Bakairi, India, Tupinamba	India	
A546	India, Persia	Persian	
A547	Ireland	Irish myth	
A560	Finland, India, Ireland	Finnish, India, Irish myth	
A561	Brazil, India, United States, W.	American Indian, S. A. Indian (Inca)	
A562	India, Patagonia	S. A. Indian (Tehuelche, Patagonia)	
A564	Ireland	Irish myth, Jewish	
A565	California, India, Ireland	California Indians, Irish myth	The culture hero teaches people how to die by dying himself.
A566	India	S. Am. Indian (Apapocuvb -Guarann)	
A566.1	India	India	
A566.2	New Zealand	Maori	
A567	India	S. Am. Indian (Yuracare)	
A570	Ireland	Irish myth	
A571	Eng., Ireland	. Irish myth, Norse, Scot., Welsh	
A571.1	Ireland	Irish myth	
A571.2	Ireland	Irish myth	
A572	India	S. Am. Indian (Apapocuvb -Guarann)	
A572.1	India	S. Am. Indian (Guarann)	
A575	India	N. A. Indian	
A580	Denmark, Eng., Finland, India, irish	. N. A. Indian, Aztec, Bolte Zs. f. Vksk. Jewish, Danish, Persian	Divinity or hero is expected to return at the proper time and rescue his people from their misfortunes.
A581	Ireland	Irish myth	
A581.1	Ireland	Irish myth	
A581.2	Ireland	Irish myth	
A581.3	Ireland	Irish myth	
A591	India	India	
A592.1	Tuamotu	Tuamotu	
A592.2	India	S. Am. Indian (Tupinamba)	
A592.2.1	India	S. Am. Indian (Tupinamba)	
A600	Bonn, China, Hawaii, India, Ireland, Persian, Tahiti	. Cherokee, Chinese, Henne am-Rhyn Das Jenseits, India, Irish myth, Jewish, Norse, Persian, see	
A601	Hawaii	Hawaii, Jewish	
A601.1	Hawaii	Hawaii	
A601.2	Hawaii	Hawaii	
A605	Egypt, Greece, Hawaii, Japan, New Zealand, Tahiti	Babylonian, Egyptian, Icel., Japanese, Jewish, Sayce Encyc. Greek	
A605.1	Africa, Donohugh, Hawaii, India	Africa (Luba), Hawaii, S. Am. Indian (Guarann)	
A605.2		Icel.	
A610	Australia, China, Hawaii, Ireland, Mexico, New Zealand, Uganda	. Mexican, Alexander Lat. Am. Uganda, Chinese, Hindu, Irish myth, Jewish	The creator is existing before all things.
A610.1		Jewish	
A610.2	Hawaii	Hawaii, Jewish	
A611	Ireland, Tahiti	Hebrew, Irish myth	Universe is created at command of creator.
A611.0.1		Jewish	
A611.1	Ireland	Irish myth	
A612		Jewish	Creator "thinks outward in space"  and thus produces the universe.
A612.1		Society Is.	The universe a manifestation of the creator.
A613			
A614	China, India, Kalmuck, Mexico	Chinese, Hindu, Norse, ff. Mexican	Ymir makes the world from his members mountains from bones, cliffs from teeth, heavens from skull, etc.
A614.1	Kabyle, Madagascar, Papua New Guinea, Sumatra	Kabyle, Madagascar	
A615	New Zealand	Maori	The Sky Father begets various parts of the universe by his various wives.
A615.1		Easter Is.	
A615.2		Easter Is.	
A617	Island, Nauru, Pleasant, Tahiti	Nauru (Pleasant Island), Tahiti	
A617.1	India	India	
A617.2	Hawaii	Hawaii	
A618.1		Mono-Alu	
A618.2		Melanesia	
A620	Greece, New Zealand, Tahiti	. Maori, Greek, Marquesas Is.	
A620.1	Greece, New Zealand	Greek, Hawaiian, Maori, Norse	From primeval chaos gradually arise worlds and life.
A620.2		Jewish	
A621	China, Kachin, North, burma	Chinese, Kachin (North Burma)	
A621.1		Icel.	Vapors from half-frozen primeval river origin of giant Ymir, from whom universe is created.
A622		Icel.	
A623		Icel.	
A625	Africa, Chatham, Greece, India, Indonesia, New Zealand, Tahiti	Greek, Hindu, Icel., India, Thompson-Balys. Indian (Cora)	The sky-father descends upon the earth-mother and begets the world.
A625.1	China, Kachin, North, burma	Kachin (North Burma)	
A625.2	Africa, Bakairi, Cashinawa, Chatham, China, Egypt, Hawaii, India, Indonesia, Is., Island, Mexico, Micronesia, Mongolia, New Zealand, Pleasant, Polynesia, Samoa, Tonga, Western	. Indonesian, Alexander Lat. Am. African, Alexander N. Am. Indian (Aztec), Babylonian, Chinese, Egyptian, India, Mongolian, nn. N. A. Indian (Mohave)	Originally the sky is near the earth (usually because of the conjunction of the sky-father and earth-mother). It is raised to its present place.
A625.2.1	India	India	Navel string cut.
A625.2.2	India	India	
A625.2.3	India	India	Old woman's hump strikes clouds as she sweeps. She strikes at sky with broom and thus raises it.
A625.2.4	New Zealand	Maori	
A625.2.5	New Zealand	Maori	
A630	Tuscany	. Navaho, Etruscan	The present universe is the last of a succession of creations.
A631	Hawaii, India, Samoa, United States	Creator 's grandmother. Jewish, Hawaii, Neuman. Samoa	Such a world is assumed before the real creation of the universe. Though this belief is not explicitly set forth in many mythologies, it seems to be implied in most of the North American Indian systems.
A632		Jewish, Neuman. Inca	From the ruins of each earlier creation a new one is raised.
A633	California, Mohave	. California tribes (Capistrano, Luises o, Diegues o, Mohave)	Everything in the earlier world was the reverse of the present world.
A636	California, India, United States	American Indian	It is unstable and therefore unsatisfactory.
A641	Africa, Finland, Hawaii, India, New Zealand	. African, Esthonian, Hawaii, Hindu, Lang Myth. Finnish, Maori	The universe brought forth from an egg.
A641.1	Greece, Indonesia	. Indonesian, Greek	They are the two halves of an egg shell. Eros escapes as they are separated.
A641.2	Finland	Finnish	Upper vault from half shell, lower vault from half shell, moonbeams from whites, sunshine from yellows, starlight from motley parts, clouds from dark parts.
A642		. Icel.	Ymir.
A642.1	India	India	
A644	Samoa	Samoa	Originally rocks are assumed and everything is made from them.
A645	Indonesia		A begets B, who begets C, etc. Finally the universe is brought forth in its present form.
A647	Hawaii	Hawaii	
A651	Amazon, Egypt, India, Ireland, Kiowa, Mandan, New Zealand, River, Siberia, Thompson	. Cf. Icel., Alexander N. Am. Am. Indian (Chaco), Chuckchee, Egyptian, Hindu, India, Irish myth, Maori, Siberian, Thompson-Balys. N. A. Indian	A series of worlds, one above the other.
A651.0.1	India	Buddhist myth, India	
A651.0.2		Buddhist myth	
A651.1	Japan	Japanese	
A651.1.0.1		Buddhist myth	
A651.1.1	Hawaii, India, New Zealand	Boberg. Hawaii, Icel., Maori, S. Am. Indian (Chamacoco)	
A651.1.1.1	India	S. Am. Indian (Witoto)	
A651.1.1.2	India	Hindu	
A651.1.2	India, Ireland	Irish myth, S. Am. Indian (Chamacoco)	
A651.1.3	India	S. Am. Indian (Chamacoco)	
A651.1.4	India, Ireland, Siberia, Sumatra	. Sumatra, Hindu, Irish myth, Jewish, Mohammedan, Siberian	A series of seven upper worlds.
A651.1.5	Samoa	Samoa	
A651.1.6	Fiji, Siberia	. Fiji, Aztec, Siberian	
A651.1.6.1	Ireland	Irish myth	
A651.1.7	New Zealand, Tahiti, Tonga	Jewish, Maori, Tahiti, Tonga	
A651.1.8		Jewish	
A651.1.8.1	Siberia	Siberian	
A651.2	Ireland	Irish myth	
A651.2.0.1	India	S. Am. Indian (Witoto)	
A651.2.1	India	S. Am. Indian (Chamacoco)	
A651.2.2	India	. S. Am. Indian (Witoto), Finno-Ugric	
A651.2.3	India	Hindu	
A651.3.1			An angel upholds the seven worlds on his shoulders. Under him in turn are: rock, bull, fish, vast sea, air, fire, and serpent.
